tahun,bulan,kuartal,wilayah_enc,komoditas_enc,harga_lag1,harga_lag2,harga_lag3,harga_rolling3
-0.3333333333333333,-0.4,-1.0,-1.0,-0.9,0.3080168776371308,0.26849894291754756,0.2404255319148936,0.2613398464759247
-0.3333333333333333,-0.2,-1.0,-1.0,-0.9,0.3291139240506329,0.3150105708245243,0.2723404255319149,0.2941381716678297
-0.3333333333333333,0.0,0.0,-1.0,-0.9,0.3291139240506329,0.3361522198731501,0.3191489361702128,0.3164689462665735
-0.3333333333333333,0.2,0.0,-1.0,-0.9,0.350210970464135,0.3361522198731501,0.3404255319148936,0.33042568039078857
-0.3333333333333333,0.4,0.0,-1.0,-0.9,0.35654008438818563,0.3572938689217759,0.3404255319148936,0.33949755757152816
-0.3333333333333333,0.6,1.0,-1.0,-0.9,0.35443037974683544,0.36363636363636365,0.3617021276595745,0.34787159804605716
-0.3333333333333333,0.8,1.0,-1.0,-0.9,0.350210970464135,0.36152219873150104,0.3680851063829787,0.34787159804605716
-0.3333333333333333,1.0,1.0,-1.0,-0.9,0.3459915611814346,0.3572938689217759,0.3659574468085106,0.34438241451500345
0.0,-1.2,-2.0,-1.0,-0.9,0.32489451476793246,0.35306553911205074,0.3617021276595745,0.33461270062805304
0.0,-1.0,-2.0,-1.0,-0.9,0.4177215189873418,0.33192389006342493,0.3574468085106383,0.35694347522679687
0.0,-0.8,-2.0,-1.0,-0.9,0.4177215189873418,0.4249471458773784,0.33617021276595743,0.38066992323796234
0.0,-0.6,-1.0,-1.0,-0.9,0.3881856540084388,0.4249471458773784,0.4297872340425532,0.40160502442428475
0.0,-0.4,-1.0,-1.0,-0.9,0.4092827004219409,0.3953488372093023,0.4297872340425532,0.3988136775994417
0.0,-0.2,-1.0,-1.0,-0.9,0.4092827004219409,0.4164904862579281,0.4,0.39602233077459864
0.0,0.0,0.0,-1.0,-0.9,0.4092827004219409,0.4164904862579281,0.42127659574468085,0.40300069783670617
0.0,0.2,0.0,-1.0,-0.9,0.23839662447257384,0.4164904862579281,0.42127659574468085,0.3464759246336357
0.0,0.4,0.0,-1.0,-0.9,0.229957805907173,0.2452431289640592,0.42127659574468085,0.28715980460572216
0.0,0.6,1.0,-1.0,-0.9,0.1751054852320675,0.23678646934460887,0.24893617021276596,0.2096999302163293
0.0,0.8,1.0,-1.0,-0.9,0.19831223628691982,0.18181818181818182,0.2404255319148936,0.19644103279832523
